"node1","node2"
21,65
21,67
21,69
21,83
21,85
21,91
21,97
22,1
22,5
22,8
22,9
22,13
22,14
22,23
22,32
22,33
22,35
22,41
22,47
22,49
22,57
22,60
22,64
22,68
22,70
22,73
22,74
22,77
22,81
22,83
22,84
22,85
22,86
22,89
22,96
22,100
23,1
23,3
23,4
23,6
23,7
23,15
23,19
23,20
23,22
23,27
23,30
23,34
23,37
23,39
23,50
23,51
23,52
23,57
23,58
23,62
23,65
23,66
23,69
23,73
23,78
23,82
23,84
23,91
23,92
23,97
23,98
23,100
24,1
24,2
24,3
24,5
24,18
24,29
24,30
24,38
24,41
24,45
24,50
24,55
24,56
24,75
24,80
24,82
24,84
24,87
24,92
24,93
24,98
24,99
24,100
25,1
25,2
25,5
25,6
25,19
25,21
25,29
25,30
25,32
25,37
25,38
25,39
25,42
25,48
25,50
25,51
25,58
25,59
25,65
25,66
25,67
25,75
25,77
25,83
25,94
25,95
25,98
26,10
26,11
26,12
26,17
26,20
26,21
26,29
26,30
26,31
26,32
26,33
26,35
26,36
26,49
26,50
26,51
26,53
26,56
26,58
26,61
26,62
26,64
26,65
26,70
26,72
26,76
26,77
26,83
26,94
26,95
26,100
27,6
27,7
27,8
27,10
27,13
27,16
27,17
27,18
27,21
27,23
27,29
27,30
27,31
27,33
27,37
27,38
27,41
27,44
27,46
27,47
27,49
27,51
27,59
27,60
27,61
27,62
27,71
27,77
27,80
27,85
27,86
27,90
27,94
27,95
27,96
27,99
27,100
28,2
28,6
28,12
28,15
28,21
28,29
28,30
28,35
28,37
28,40
28,42
28,44
28,45
28,51
28,52
28,53
28,54
28,58
28,66
28,73
28,76
28,79
28,81
28,82
28,86
28,88
28,91
28,92
28,99
28,100
29,4
29,6
29,8
29,11
29,12
29,15
29,18
29,21
29,24
29,25
29,26
29,27
29,28
29,30
29,34
29,36
29,37
29,38
29,41
29,44
29,51
29,53
29,58
29,62
29,64
29,67
29,70
29,73
29,75
29,89
29,90
29,91
29,92
29,93
29,99
30,6
30,20
30,21
30,23
30,24
30,25
30,26
30,27
30,28
30,29
30,31
30,36
30,38
30,40
30,43
30,45
30,47
30,52
30,53
30,54
30,57
30,62
30,64
30,69
30,78
30,83
30,84
30,86
30,90
30,95
30,100
31,21
31,26
31,27
31,30
31,32
31,35
31,36
31,40
31,41
31,45
31,47
31,48
31,49
31,53
31,60
31,61
31,66
31,73
31,74
31,78
31,79
31,83
31,84
31,86
31,88
31,94
31,97
31,98
32,2
32,5
32,6
32,9
32,13
32,14
32,17
32,18
32,21
32,22
32,25
32,26
32,31
32,40
32,42
32,46
32,47
32,51
32,55
32,56
32,58
32,59
32,62
32,65
32,73
32,76
32,78
32,81
32,82
32,86
32,88
32,90
32,100
33,1
33,7
33,15
33,22
33,26
33,27
33,35
33,38
33,47
33,48
33,57
33,58
33,60
33,65
33,67
33,69
33,71
33,72
33,74
33,75
33,78
33,79
33,83
33,84
33,89
33,90
33,91
33,93
33,94
33,95
33,96
34,3
34,4
34,10
34,12
34,15
34,16
34,17
34,23
34,29
34,41
34,55
34,57
34,61
34,62
34,64
34,65
34,74
34,79
34,81
34,83
34,84
34,94
34,97
34,98
34,99
35,1
35,3
35,4
35,5
35,7
35,11
35,14
35,16
35,22
35,26
35,28
35,31
35,33
35,36
35,37
35,38
35,39
35,43
35,45
35,49
35,51
35,58
35,59
35,62
35,65
35,67
35,68
35,80
35,81
35,84
35,86
35,89
35,92
35,93
36,2
36,5
36,6
36,7
36,10
36,17
36,26
36,29
36,30
36,31
36,35
36,38
36,39
36,45
36,49
36,51
36,54
36,55
36,57
36,66
36,67
36,71
36,75
36,77
36,82
36,86
36,87
36,90
36,91
36,93
36,96
36,98
36,99
37,6
37,10
37,11
37,14
37,15
37,18
37,19
37,20
37,23
37,25
37,27
37,28
37,29
37,35
37,40
37,43
37,44
37,45
37,48
37,51
37,54
37,55
37,57
37,59
37,66
37,70
37,71
37,75
37,80
37,81
37,82
37,84
37,86
37,88
37,97
38,7
38,8
38,10
38,16
38,24
38,25
38,27
38,29
38,30
38,33
38,35
38,36
38,39
38,41
38,43
38,48
38,52
38,53
38,55
38,57
38,59
38,63
38,64
38,65
38,66
38,67
38,70
38,74
38,78
38,79
38,81
38,82
38,85
38,87
38,89
38,90
38,92
38,94
38,95
38,96
39,2
39,5
39,6
39,11
39,12
39,17
39,23
39,25
39,35
39,36
39,38
39,41
39,42
39,44
39,46
39,47
39,49
39,50
39,60
39,63
39,67
39,69
39,73
39,75
39,76
39,78
39,79
39,81
39,82
39,85
39,86
39,97
39,98
40,4
40,5
40,18
40,19
40,21
40,28
40,30
40,31
40,32
40,37
40,43
40,46
40,52
40,61
40,64
40,66
40,68
40,75
40,79
40,82
40,83
40,85
40,98
40,99
41,2
41,5
41,6
41,10
41,14
41,15
41,16
41,22
41,24
41,27
41,29
41,31
41,34
41,38
41,39
41,42
41,43
41,54
41,61
41,64
41,65
41,70
41,73
41,78
41,81
41,84
41,86
41,88
41,94
41,97
41,98
42,5
42,11
42,12
42,14
42,15
42,17
42,19
42,25
42,28
42,32
42,39
42,41
42,45
42,46
42,50
42,52
42,53
42,55
42,57
42,58
42,70
42,71
42,72
42,74
42,83
42,89
42,91
42,93
42,95
43,1
43,6
43,7
43,8
43,18
43,19
43,20
43,30
43,35
43,37
43,38
43,40
43,41
43,47
43,48
43,51
43,55
43,59
43,65
43,66
43,68
43,69
43,73
43,77
43,83
43,89
43,90
43,91
43,92
43,96
43,97
44,6
44,7
44,9
44,11
44,12
44,15
44,16
44,27
44,28
44,29
44,37
44,39
44,58
44,64
44,66
44,67
44,69
44,74
44,75
44,79
44,84
44,85
44,87
44,90
44,93
44,94
45,6
45,7
45,8
45,9
45,10
45,13
45,15
45,21
45,24
45,28
45,30
45,31
45,35
45,36
45,37
45,42
45,46
45,47
45,55
45,59
45,60
45,61
45,65
45,66
45,67
45,69
45,71
45,72
45,73
45,75
45,76
45,77
45,83
45,93
45,94
45,95
45,97
45,98
45,100
46,9
46,11
46,13
46,15
46,19
46,21
46,27
46,32
46,39
46,40
46,42
46,45
46,56
46,58
46,59
46,73
46,75
46,79
46,83
46,87
46,95
46,100
47,1
47,3
47,6
47,13
47,18
47,20
47,22
47,27
47,30
47,31
47,32
47,33
47,39
47,43
47,45
47,49
47,51
47,63
47,67
47,68
47,70
47,74
47,75
47,77
47,80
47,81
47,88
47,89
47,91
47,93
47,97
48,2
48,5
48,12
48,14
48,16
48,19
48,21
48,25
48,31
48,33
48,37
48,38
48,43
48,50
48,51
48,57
48,70
48,74
48,75
48,80
48,83
48,87
48,88
48,91
48,95
48,96
49,4
49,13
49,15
49,16
49,17
49,19
49,22
49,26
49,27
49,31
49,35
49,36
49,39
49,47
49,52
49,53
49,54
49,60
49,66
49,69
49,70
49,71
49,72
49,76
49,86
49,89
49,94
49,98
49,99
50,2
50,4
50,8
50,13
50,17
50,18
50,23
50,24
50,25
50,26
50,39
50,42
50,48
50,51
50,53
50,58
50,61
50,64
50,66
50,70
50,75
50,78
50,79
50,83
50,84
50,86
50,87
50,88
50,95
50,98
51,1
51,2
51,12
51,18
51,21
51,23
51,25
51,26
51,27
51,28
51,29
51,32
51,35
51,36
51,37
51,43
51,47
51,48
51,50
51,53
51,54
51,57
51,63
51,66
51,68
51,76
51,78
51,85
51,87
51,89
51,94
51,96
52,3
52,6
52,7
52,10
52,15
52,16
52,23
52,28
52,30
52,38
52,40
52,42
52,49
52,55
52,56
52,65
52,67
52,68
52,69
52,70
52,73
52,74
52,76
52,78
52,79
52,80
52,81
52,84
52,88
52,89
52,91
52,92
52,93
52,96
52,97
53,9
53,10
53,14
53,15
53,19
53,26
53,28
53,29
53,30
53,31
53,38
53,42
53,49
53,50
53,51
53,67
53,77
53,79
53,81
53,89
53,94
53,98
53,100
54,1
54,2
54,5
54,7
54,10
54,12
54,13
54,14
54,15
54,17
54,19
54,20
54,28
54,30
54,36
54,37
54,41
54,49
54,51
54,55
54,56
54,57
54,62
54,67
54,70
54,73
54,74
54,75
54,76
54,87
54,88
54,92
54,93
54,95
54,97
54,99
54,100
55,4
55,10
55,11
55,18
55,24
55,32
55,34
55,36
55,37
55,38
55,42
55,43
55,45
55,52
55,54
55,60
55,64
55,68
55,69
55,70
55,72
55,73
55,76
55,77
55,80
55,82
55,83
55,85
55,88
55,94
55,96
55,98
56,3
56,6
56,10
56,12
56,17
56,19
56,24
56,26
56,32
56,46
56,52
56,54
56,57
56,60
56,61
56,65
56,69
56,73
56,80
56,85
56,86
56,87
56,92
56,94
56,100
57,4
57,19
57,20
57,22
57,23
57,30
57,33
57,34
57,36
57,37
57,38
57,42
57,48
57,51
57,54
57,56
57,62
57,64
57,65
57,66
57,68
57,71
57,76
57,80
57,83
57,87
57,92
57,94
58,5
58,8
58,11
58,12
58,14
58,15
58,20
58,23
58,25
58,26
58,28
58,29
58,32
58,33
58,35
58,42
58,44
58,46
58,50
58,62
58,64
58,66
58,67
58,70
58,76
58,79
58,82
58,85
58,87
58,93
58,97
59,2
59,12
59,14
59,18
59,25
59,27
59,32
59,35
59,37
59,38
59,43
59,45
59,46
59,65
59,67
59,70
59,71
59,79
59,82
59,83
59,91
59,92
59,93
59,94
59,95
59,96
59,99
59,100
60,6
60,14
60,20
60,22
60,27
60,31
60,33
60,39
60,45
60,49
60,55
60,56
60,67
60,69
60,72
60,80
60,81
60,84
60,86
60,87
60,92
60,93
60,94
60,95
60,98
61,4
61,5
61,8
61,12
61,13
61,26
61,27
61,31
61,34
61,40
61,41
61,45
61,50
61,56
61,62
61,64
61,65
61,66
61,69
61,74
61,75
61,90
61,99
62,1
62,6
62,10
62,13
62,16
62,17
62,18
62,21
62,23
62,26
62,27
62,29
62,30
62,32
62,34
62,35
62,54
62,57
62,58
62,61
62,63
62,66
62,70
62,73
62,74
62,79
62,80
62,86
62,87
62,89
62,91
62,93
62,94
62,99
62,100
63,4
63,6
63,9
63,13
63,14
63,21
63,38
63,39
63,47
63,51
63,62
63,64
63,71
63,72
63,73
63,77
63,79
63,84
63,87
63,89
63,94
63,96
63,100
64,1
64,14
64,15
64,21
64,22
64,26
64,29
64,30
64,34
64,38
64,40
64,41
64,44
64,50
64,55
64,57
64,58
64,61
64,63
64,65
64,67
64,69
64,71
64,74
64,77
64,78
64,79
64,84
64,85
64,90
64,94
64,96
65,2
65,6
65,7
65,9
65,13
65,14
65,17
65,21
65,23
65,25
65,26
65,32
65,33
65,34
65,35
65,38
65,41
65,43
65,45
65,52
65,56
65,57
65,59
65,61
65,64
65,66
65,69
65,75
65,77
65,78
65,80
65,81
65,84
65,93
65,99
65,100
66,1
66,2
66,4
66,7
66,13
66,15
66,16
66,17
66,19
66,20
66,23
66,25
66,28
66,31
66,36
66,37
66,38
66,40
66,43
66,44
66,45
66,49
66,50
66,51
66,57
66,58
66,61
66,62
66,65
66,68
66,70
66,81
66,82
66,87
66,91
66,93
66,95
66,100
67,2
67,4
67,6
67,10
67,11
67,14
67,16
67,17
67,21
67,25
67,29
67,33
67,35
67,36
67,38
67,39
67,44
67,45
67,47
67,52
67,53
67,54
67,58
67,59
67,60
67,64
67,70
67,71
67,76
67,81
67,83
67,91
67,95
68,1
68,7
68,20
68,22
68,35
68,40
68,43
68,47
68,51
68,52
68,55
68,57
68,66
68,76
68,78
68,81
68,88
68,89
68,91
68,92
68,93
68,94
69,2
69,4
69,5
69,6
69,8
69,11
69,16
69,19
69,21
69,23
69,30
69,33
69,39
69,43
69,44
69,45
69,49
69,52
69,55
69,56
69,60
69,61
69,64
69,65
69,78
69,81
69,82
69,83
69,84
69,88
69,92
69,93
69,94
69,98
70,2
70,3
70,4
70,8
70,9
70,10
70,11
70,14
70,22
70,26
70,29
70,37
70,38
70,41
70,42
70,47
70,48
70,49
70,50
70,52
70,54
70,55
70,58
70,59
70,62
70,66
70,67
70,72
70,73
70,74
70,75
70,80
70,87
70,90
71,4
71,10
71,15
71,19
71,27
71,33
71,36
71,37
71,42
71,45
71,49
71,57
71,59
71,63
71,64
71,67
71,74
71,76
71,79
71,80
71,88
71,92
71,94
71,96
71,98
72,2
72,11
72,15
72,16
72,18
72,26
72,33
72,42
72,45
72,49
72,55
72,60
72,63
72,70
72,78
72,81
72,88
72,89
72,92
72,95
72,96
73,3
73,4
73,8
73,9
73,11
73,16
73,17
73,18
73,19
73,22
73,23
73,28
73,29
73,31
73,32
73,39
73,41
73,43
73,45
73,46
73,52
73,54
73,55
73,56
73,62
73,63
73,70
73,77
73,78
73,80
73,81
73,85
73,88
73,93
73,99
74,11
74,13
74,14
74,16
74,20
74,22
74,31
74,33
74,34
74,38
74,42
74,44
74,47
74,48
74,52
74,54
74,61
74,62
74,64
74,70
74,71
74,76
74,83
74,84
74,88
74,89
74,91
74,93
74,98
75,1
75,5
75,11
75,13
75,17
75,19
75,20
75,24
75,25
75,29
75,33
75,36
75,37
75,39
75,40
75,44
75,45
75,46
75,47
75,48
75,50
75,54
75,61
75,65
75,70
75,76
75,80
75,81
75,85
75,86
75,87
75,91
75,94
75,96
75,98
76,2
76,5
76,8
76,9
76,14
76,26
76,28
76,32
76,39
76,45
76,49
76,51
76,52
76,54
76,55
76,57
76,58
76,67
76,68
76,71
76,74
76,75
76,81
76,84
76,88
76,90
76,96
76,98
77,4
77,5
77,8
77,13
77,18
77,22
77,25
77,26
77,27
77,36
77,43
77,45
77,47
77,53
77,55
77,63
77,64
77,65
77,73
77,79
77,81
77,85
77,86
77,87
77,88
77,92
77,93
77,95
77,97
77,99
77,100
78,3
78,5
78,7
78,10
78,11
78,13
78,18
78,19
78,20
78,23
78,30
78,31
78,32
78,33
78,38
78,39
78,41
78,50
78,51
78,52
78,64
78,65
78,68
78,69
78,72
78,73
78,84
78,85
78,90
78,94
78,97
79,3
79,11
79,13
79,14
79,16
79,19
79,28
79,31
79,33
79,34
79,38
79,39
79,40
79,44
79,46
79,50
79,52
79,53
79,58
79,59
79,62
79,63
79,64
79,71
79,77
79,81
79,85
79,88
79,93
79,96
79,98
80,2
80,7
80,11
80,15
80,16
80,18
80,19
80,20
80,24
80,27
80,35
80,37
80,47
80,48
80,52
80,55
80,56
80,57
80,60
80,62
80,65
80,70
80,71
80,73
80,75
80,81
80,84
80,85
80,87
80,93
80,95
80,97
80,100
81,5
81,7
81,8
81,12
81,20
81,22
81,28
81,32
81,34
81,35
81,37
81,38
81,39
81,41
81,47
81,52
81,53
81,60
81,65
81,66
81,67
81,68
81,69
81,72
81,73
81,75
81,76
81,77
81,79
81,80
81,82
81,83
81,87
81,90
81,91
81,93
81,95
81,98
82,12
82,14
82,16
82,23
82,24
82,28
82,32
82,36
82,37
82,38
82,39
82,40
82,55
82,58
82,59
82,66
82,69
82,81
82,84
82,86
82,88
82,93
82,94
82,97
82,98
82,99
83,4
83,5
83,12
83,14
83,17
83,18
83,20
83,21
83,22
83,25
83,26
83,30
83,31
83,33
83,34
83,40
83,42
83,43
83,45
83,46
83,48
83,50
83,55
83,57
83,59
83,67
83,69
83,74
83,81
83,88
83,94
83,96
83,97
83,98
83,99
83,100
84,1
84,9
84,13
84,14
84,20
84,22
84,23
84,24
84,30
84,31
84,33
84,34
84,35
84,37
84,41
84,44
84,50
84,52
84,60
84,63
84,64
84,65
84,69
84,74
84,76
84,78
84,80
84,82
84,85
84,86
84,88
84,89
84,91
84,93
84,96
84,97
85,1
85,2
85,4
85,7
85,11
85,15
85,20
85,21
85,22
85,27
85,38
85,39
85,40
85,44
85,51
85,55
85,56
85,58
85,64
85,73
85,75
85,77
85,78
85,79
85,80
85,84
85,90
85,92
85,93
85,96
85,97
85,98
86,3
86,4
86,12
86,13
86,14
86,19
86,20
86,22
86,27
86,28
86,30
86,31
86,32
86,35
86,36
86,37
86,39
86,41
86,49
86,50
86,56
86,60
86,62
86,75
86,77
86,82
86,84
86,89
86,91
86,92
87,4
87,5
87,11
87,24
87,36
87,38
87,44
87,46
87,48
87,50
87,51
87,54
87,56
87,57
87,58
87,60
87,62
87,63
87,66
87,70
87,75
87,77
87,80
87,81
87,99
88,4
88,6
88,19
88,28
88,31
88,32
88,37
88,41
88,47
88,48
88,50
88,52
88,54
88,55
88,68
88,69
88,71
88,72
88,73
88,74
88,76
88,77
88,79
88,82
88,83
88,84
88,89
88,96
88,98
88,99
88,100
89,1
89,4
89,6
89,16
89,18
89,22
89,29
89,33
89,35
89,38
89,42
89,43
89,47
89,49
89,51
89,52
89,53
89,62
89,63
89,68
89,72
89,74
89,84
89,86
89,88
89,91
89,92
89,97
90,9
90,14
90,15
90,17
90,27
90,29
90,30
90,32
90,33
90,36
90,38
90,43
90,44
90,61
90,64
90,70
90,76
90,78
90,81
90,85
90,91
90,97
90,100
91,1
91,12
91,13
91,14
91,16
91,21
91,23
91,28
91,29
91,33
91,36
91,42
91,43
91,47
91,48
91,52
91,59
91,62
91,66
91,67
91,68
91,74
91,75
91,81
91,84
91,86
91,89
91,90
91,93
91,96
91,98
91,99
92,2
92,3
92,4
92,6
92,7
92,8
92,10
92,15
92,16
92,23
92,24
92,28
92,29
92,35
92,38
92,43
92,52
92,54
92,56
92,57
92,59
92,60
92,68
92,69
92,71
92,72
92,77
92,85
92,86
92,89
92,93
92,95
92,98
92,99
93,2
93,10
93,13
93,17
93,24
93,29
93,33
93,35
93,36
93,42
93,44
93,45
93,47
93,52
93,54
93,58
93,59
93,60
93,62
93,65
93,66
93,68
93,69
93,73
93,74
93,77
93,79
93,80
93,81
93,82
93,84
93,85
93,91
93,92
93,94
93,98
93,100
94,2
94,5
94,10
94,11
94,12
94,16
94,18
94,25
94,26
94,27
94,31
94,33
94,34
94,38
94,41
94,44
94,45
94,49
94,51
94,53
94,55
94,56
94,57
94,59
94,60
94,62
94,63
94,64
94,68
94,69
94,71
94,75
94,78
94,82
94,83
94,93
94,95
94,99
95,3
95,6
95,9
95,11
95,15
95,25
95,26
95,27
95,30
95,33
95,38
95,42
95,45
95,46
95,48
95,50
95,54
95,59
95,60
95,66
95,67
95,72
95,77
95,80
95,81
95,92
95,94
95,96
95,99
96,2
96,4
96,8
96,10
96,12
96,17
96,18
96,20
96,22
96,27
96,33
96,36
96,38
96,43
96,48
96,51
96,52
96,55
96,59
96,63
96,64
96,71
96,72
96,75
96,76
96,79
96,83
96,84
96,85
96,88
96,91
96,95
96,98
97,2
97,3
97,9
97,13
97,14
97,17
97,18
97,19
97,20
97,21
97,23
97,31
97,34
97,37
97,39
97,41
97,43
97,45
97,47
97,52
97,54
97,58
97,77
97,78
97,80
97,82
97,83
97,84
97,85
97,89
97,90
98,1
98,2
98,7
98,19
98,23
98,24
98,25
98,31
98,34
98,36
98,39
98,40
98,41
98,45
98,49
98,50
98,53
98,55
98,60
98,69
98,71
98,74
98,75
98,76
98,79
98,81
98,82
98,83
98,85
98,88
98,91
98,92
98,93
98,96
99,1
99,5
99,9
99,13
99,14
99,19
99,20
99,24
99,27
99,28
99,29
99,34
99,36
99,40
99,49
99,54
99,59
99,61
99,62
99,65
99,73
99,77
99,82
99,83
99,87
99,88
99,91
99,92
99,94
99,95
100,6
100,7
100,9
100,10
100,14
100,16
100,18
100,22
100,23
100,24
100,26
100,27
100,28
100,30
100,32
100,45
100,46
100,53
100,54
100,56
100,59
100,62
100,63
100,65
100,66
100,77
100,80
100,83
100,88
100,90
100,93
